ProjectId,CustomerId,ProjectName,Status,BudgetUsd,SpentUsd,StartDate,TargetEndDate
977,172,Phased executive productivity,Completed,15015974,7134718,2025-06-29,2027-05-09
978,222,Distributed solution-oriented initiative,Completed,12851788,6714865,2025-01-21,2026-10-25
979,281,User-friendly encompassing data-warehouse,At Risk,17396722,15235065,2025-04-23,2026-10-24
980,86,User-friendly client-driven toolset,Completed,22087905,7635022,2024-10-03,2026-11-15
981,160,Business-focused even-keeled archive,At Risk,5436640,1096427,2024-06-18,2027-01-30
982,145,Re-engineered impactful analyzer,Planned,33052408,26380814,2025-05-07,2027-03-30
983,239,Diverse transitional approach,Paused,39574764,25744448,2026-04-25,2028-03-20
984,142,Customer-focused uniform focus group,At Risk,35336633,22486141,2025-06-16,2027-04-30
985,219,Secured incremental knowledge user,Paused,26601094,18667118,2026-04-22,2027-05-14
986,292,Multi-layered 5thgeneration approach,Planned,15224731,15443421,2025-07-28,2028-06-09
987,190,Decentralized user-facing orchestration,At Risk,7511317,5185836,2025-02-14,2027-11-30
988,222,Secured content-based utilization,Completed,30694129,15001157,2024-10-21,2027-03-29
989,107,Adaptive interactive superstructure,Paused,24936364,12522323,2025-02-17,2027-04-14
990,152,Re-contextualized human-resource product,Active,10174040,9227267,2024-09-04,2027-11-30
991,230,Managed needs-based model,Completed,6199683,3584770,2024-12-13,2027-10-25
992,207,De-engineered didactic infrastructure,At Risk,9343533,7765877,2024-12-10,2028-04-10
993,208,Compatible bi-directional synergy,Completed,25026156,5543017,2024-07-05,2026-07-30
994,5,Synergistic composite alliance,Planned,32371397,7080302,2025-07-03,2027-03-30
995,43,Open-architected value-added alliance,At Risk,20134051,18382142,2025-01-13,2028-05-09
996,57,Open-source client-server encryption,Completed,15330533,3130919,2026-04-19,2026-09-13
997,261,Multi-lateral bottom-line standardization,At Risk,28651443,26208938,2026-05-01,2027-06-03
998,21,Decentralized real-time implementation,Planned,34756470,19790895,2025-05-18,2028-01-20
999,3,Re-engineered incremental algorithm,Completed,630209,632593,2025-02-10,2027-05-08
1000,210,Focused attitude-oriented flexibility,At Risk,36739139,25628826,2025-10-11,2026-12-04
1001,52,Enhanced context-sensitive alliance,Active,33005611,10315169,2025-06-03,2026-08-09
1002,4,Horizontal didactic artificial intelligence,Active,32056082,17257211,2025-12-29,2026-08-08
1003,257,Persevering logistical concept,Active,7870604,2369233,2024-10-12,2027-08-09
1004,72,Function-based regional policy,Active,15792657,5030671,2026-02-24,2028-04-14
1005,93,Re-contextualized content-based superstructure,At Risk,12143328,8033237,2025-03-27,2028-04-29
1006,7,Down-sized needs-based superstructure,At Risk,36373709,15659097,2025-03-25,2026-09-03
1007,80,Vision-oriented hybrid solution,Paused,35699855,12847019,2025-09-14,2027-10-24
1008,153,Progressive local data-warehouse,Planned,2544113,511544,2026-03-21,2027-12-30
1009,20,Programmable analyzing capability,Paused,37594738,15880790,2024-08-28,2028-01-30
1010,60,Automated solution-oriented hardware,Planned,15712432,8007233,2024-10-16,2028-04-30
1011,60,Distributed demand-driven moderator,Planned,16927215,8261061,2024-11-21,2028-04-22
1012,161,Down-sized client-server database,Completed,13435220,6240768,2025-05-12,2027-03-02
1013,75,Future-proofed executive utilization,Paused,11454976,9575203,2025-06-23,2026-07-28
1014,68,Streamlined disintermediate product,Completed,913771,783086,2024-10-27,2027-01-20
1015,149,Synergized reciprocal initiative,At Risk,8296041,6063012,2025-07-11,2027-04-23
1016,251,Grass-roots bifurcated structure,Paused,37747729,38270599,2024-10-14,2026-09-19
1017,238,Up-sized value-added hierarchy,Active,35577852,14210476,2025-02-01,2027-02-12
1018,277,Persistent optimal encryption,Planned,1553844,1408923,2024-11-02,2027-08-28
1019,154,Phased analyzing capacity,At Risk,7267026,5205439,2024-09-09,2028-03-25
1020,125,Synchronized homogeneous archive,At Risk,20618712,5444929,2025-11-25,2027-09-14
1021,65,User-friendly well-modulated alliance,Planned,34661665,28824255,2025-01-23,2027-10-25
1022,135,Compatible actuating collaboration,Completed,19721394,11629917,2026-05-03,2028-03-06
1023,233,Switchable well-modulated projection,Active,19716416,15934689,2025-09-20,2027-03-24
1024,282,Implemented attitude-oriented parallelism,Paused,2843611,982432,2025-11-29,2027-12-26
1025,285,Fundamental dedicated matrix,Active,15383574,3364932,2025-05-12,2026-07-30
1026,177,Secured stable instruction set,Paused,33801549,34292050,2025-05-07,2028-03-21
1027,13,Managed 24/7 database,Paused,15656830,9169690,2025-01-30,2028-01-10
1028,60,Down-sized disintermediate knowledge user,Paused,10191785,2861831,2026-01-18,2028-06-02
1029,228,Grass-roots hybrid secured line,Active,17216206,16749050,2024-12-23,2027-02-23
1030,207,Object-based 24/7 frame,At Risk,39035173,8252225,2025-07-03,2028-04-04
1031,283,Multi-channeled background artificial intelligence,Completed,22087094,21976480,2025-08-06,2026-07-29
1032,191,Open-architected foreground system engine,Planned,38797347,17615185,2025-03-22,2026-12-21
1033,279,Enterprise-wide systematic initiative,Planned,19073535,6768342,2025-05-26,2026-08-26
1034,215,Customizable asynchronous matrix,Planned,29251806,19602926,2025-06-12,2026-09-25
1035,153,Monitored real-time structure,Paused,24511282,23087332,2024-10-15,2027-05-25
1036,279,Reduced asynchronous initiative,Planned,29199823,6197993,2025-08-14,2028-05-07
1037,25,Virtual client-server capacity,Completed,26472283,12579479,2026-03-03,2027-09-10
1038,124,Monitored dynamic moratorium,At Risk,16071813,9248494,2024-12-15,2027-08-02
1039,191,Managed mission-critical info-mediaries,Planned,30199836,28440825,2024-08-16,2027-04-20
1040,205,Synergistic mobile complexity,Completed,21763932,6952234,2024-10-07,2027-01-06
1041,48,Multi-lateral multi-state model,Paused,15343178,8395041,2026-05-11,2028-03-20
1042,36,Optional intermediate access,Paused,20454875,14069458,2025-06-06,2027-08-08
1043,30,Front-line stable forecast,Planned,9796141,4867730,2024-07-19,2026-11-26
1044,263,Ergonomic methodical migration,Completed,19214163,6943893,2024-11-18,2028-03-01
1045,83,Customizable heuristic productivity,At Risk,27093870,12069820,2025-07-30,2028-03-02
1046,236,Operative multi-state initiative,Active,33880420,30950964,2025-03-14,2027-07-09
1047,166,Quality-focused 3rdgeneration matrices,Active,1014065,650165,2025-08-08,2027-04-29
1048,124,Front-line actuating algorithm,Active,9851518,9337189,2024-07-21,2028-02-03
1049,109,Pre-emptive high-level access,Planned,20632083,12899086,2025-08-27,2027-11-10
1050,141,Switchable 3rdgeneration focus group,Active,5769817,3329913,2025-05-16,2026-07-11
1051,158,Distributed next generation alliance,At Risk,7822974,6240553,2024-11-29,2026-12-11
1052,127,Cross-group empowering circuit,At Risk,27130821,18945252,2025-10-14,2026-12-07
1053,274,Phased executive knowledge user,At Risk,23085250,10658921,2026-01-22,2027-06-26
1054,300,Re-contextualized discrete paradigm,Completed,2332350,1210170,2024-10-18,2026-10-17
1055,289,Open-source uniform strategy,At Risk,25822423,5484822,2025-06-08,2027-01-20
1056,85,Re-engineered fresh-thinking firmware,Active,25157977,14473587,2024-10-06,2028-02-11
1057,110,User-centric clear-thinking pricing structure,Paused,15272883,11385047,2024-12-08,2027-12-06
1058,174,Fully-configurable hybrid superstructure,Active,19936508,9925074,2025-07-29,2028-05-22
1059,43,Extended client-server system engine,Active,22019691,16101454,2025-01-21,2027-11-01
1060,269,Enhanced multimedia artificial intelligence,At Risk,26362733,10225541,2025-12-23,2027-09-18
1061,11,Monitored reciprocal middleware,Completed,9783258,6870133,2024-08-29,2028-04-13
1062,95,Operative asynchronous secured line,Planned,6483141,3678379,2025-06-07,2027-08-29
1063,249,Profit-focused web-enabled algorithm,Paused,20230050,20018871,2025-08-16,2027-08-09
1064,72,Centralized empowering adapter,Planned,9192735,2040304,2025-09-03,2026-12-18
1065,209,Up-sized context-sensitive intranet,Active,31539232,20484936,2024-09-28,2027-01-13
1066,62,Innovative full-range capacity,Paused,24504336,18822577,2024-10-26,2027-03-19
1067,91,Fundamental client-driven info-mediaries,Active,27654265,14309237,2025-05-29,2028-01-24
1068,244,Team-oriented tertiary strategy,Active,732474,387375,2025-10-31,2026-11-11
1069,182,Digitized bi-directional website,Planned,2615731,2631625,2025-01-26,2027-03-11
1070,119,Digitized foreground application,Planned,39750586,13126434,2025-12-20,2027-04-11
1071,155,Reduced content-based time-frame,At Risk,36077677,30579261,2026-02-27,2027-08-13
1072,4,Organic eco-centric hierarchy,Completed,12811553,4170361,2024-08-23,2027-11-19
1073,49,Object-based global standardization,Paused,39661280,9537015,2026-05-19,2028-01-12
1074,123,Optimized 24hour moratorium,Paused,16742259,6289506,2025-03-26,2028-01-08
1075,116,Implemented optimizing toolset,Planned,33243683,23319849,2025-02-02,2026-09-20
1076,32,Exclusive optimal interface,Planned,538356,133647,2025-04-14,2027-12-01
1077,95,User-centric global Local Area Network,Completed,39441738,29102708,2025-02-01,2026-10-20
1078,51,Re-engineered impactful infrastructure,At Risk,25685470,8254453,2025-11-26,2028-04-10
1079,193,Polarized asymmetric software,Planned,19242354,15028500,2024-08-21,2026-09-05
1080,264,Devolved stable ability,Paused,25127349,12406246,2025-05-04,2026-11-21
1081,159,Re-engineered bottom-line paradigm,Paused,564910,453898,2025-11-02,2027-07-23
1082,74,Open-architected full-range hierarchy,At Risk,15627303,3131562,2026-02-17,2028-01-08
1083,112,Extended intermediate paradigm,Planned,9574884,7818916,2025-10-23,2028-03-06
1084,198,Mandatory zero tolerance architecture,Paused,31855473,18678225,2026-05-06,2027-05-28
1085,39,User-centric intangible projection,At Risk,19516887,9273313,2026-02-27,2027-03-16
1086,226,Secured web-enabled paradigm,Completed,19723316,17660837,2024-08-08,2028-05-17
1087,7,Multi-tiered incremental paradigm,At Risk,8336947,5922560,2025-04-26,2026-08-19
1088,101,Enterprise-wide client-driven customer loyalty,Completed,7406843,7137213,2025-03-11,2028-06-04
1089,256,Re-engineered tertiary orchestration,Completed,29116432,29245507,2025-12-31,2027-03-10
1090,175,Customer-focused explicit encoding,Completed,4320051,2099625,2025-05-02,2026-07-10
1091,215,Future-proofed dedicated software,Paused,4889346,1485226,2024-12-12,2026-10-25
1092,82,Robust bi-directional instruction set,At Risk,37563165,10210744,2024-10-04,2026-11-24
1093,245,Proactive maximized leverage,Planned,37138075,9121243,2025-12-11,2027-11-21
1094,31,Future-proofed client-server contingency,Planned,10860907,3362511,2024-09-27,2028-03-07
1095,59,Synergized exuding capacity,Paused,26625579,15898723,2026-05-04,2026-09-21
1096,227,Universal optimizing matrices,Completed,2013324,1048331,2024-10-30,2027-07-06
1097,219,Synchronized upward-trending website,Active,14123613,6755305,2025-10-14,2026-07-27
1098,78,Focused eco-centric intranet,Planned,13715908,10529468,2024-11-08,2027-05-25
1099,277,Cross-platform 5thgeneration protocol,Planned,24273020,16655956,2024-10-19,2028-04-25
1100,71,Quality-focused disintermediate superstructure,Paused,25804113,22696018,2025-07-18,2026-07-17
1101,146,User-centric demand-driven encoding,Active,34801933,17579724,2024-10-13,2026-09-16
1102,255,Innovative foreground database,Active,6022920,1620134,2025-11-21,2027-02-21
1103,160,Extended foreground projection,Planned,13322827,2903123,2025-04-15,2026-11-27
1104,126,Synergistic tertiary frame,Active,30837619,27416117,2026-05-25,2026-08-22
1105,292,Organic asynchronous portal,Active,36496112,24401936,2025-10-08,2027-09-29
1106,125,Cloned homogeneous emulation,At Risk,5308985,1974722,2026-04-08,2026-11-22
1107,224,Monitored empowering knowledge user,Paused,23524346,16409024,2025-09-05,2027-11-17
1108,195,Fundamental didactic encryption,Active,25900658,18349653,2026-04-13,2027-09-29
1109,246,Down-sized fresh-thinking framework,Planned,36328249,28782605,2024-08-31,2028-01-26
1110,252,Quality-focused object-oriented circuit,Completed,37561144,13800547,2025-10-19,2026-10-19
1111,212,Object-based needs-based challenge,At Risk,23384686,15742652,2025-07-25,2027-10-07
1112,108,Up-sized eco-centric Graphical User Interface,Planned,35551146,11225369,2025-12-17,2027-11-07
1113,51,Enhanced multimedia framework,Planned,18840904,14203368,2025-02-17,2026-09-29
1114,199,Realigned intangible orchestration,Completed,24096087,8092526,2026-04-25,2028-06-01
1115,202,Versatile non-volatile protocol,Completed,20051966,7072548,2025-09-17,2028-05-27
1116,113,Optimized value-added conglomeration,Active,25149765,6357843,2025-03-05,2027-01-31
1117,250,Robust dedicated benchmark,At Risk,12686203,12997538,2026-04-01,2027-02-20
1118,177,Upgradable intangible Graphical User Interface,Active,15204709,15184273,2024-08-25,2026-12-08
1119,251,Programmable intermediate budgetary management,At Risk,24923687,18899437,2025-12-27,2027-04-27
1120,198,Team-oriented explicit info-mediaries,At Risk,31891617,32250879,2024-08-13,2026-09-16
1121,271,Advanced foreground flexibility,Paused,30014257,18740503,2024-12-04,2027-05-24
1122,219,Ameliorated mission-critical system engine,Paused,11120153,3744044,2025-10-04,2027-11-11
1123,148,Front-line homogeneous leverage,Planned,25069765,22294106,2024-08-10,2027-06-25
1124,158,Fundamental mission-critical ability,At Risk,27699617,19920003,2025-04-08,2027-12-23
1125,3,Multi-layered disintermediate website,Paused,28134464,19138002,2024-08-10,2026-09-21
1126,215,Progressive zero administration policy,At Risk,22343997,11573169,2025-01-17,2026-07-07
1127,57,Synergized human-resource process improvement,Planned,9996200,8789573,2025-12-15,2026-10-14
1128,216,Right-sized interactive knowledge user,Completed,8880771,7309548,2026-05-18,2028-03-04
1129,253,Future-proofed background neural-net,Active,12434170,8650948,2025-04-17,2027-09-15
1130,164,Cloned reciprocal system engine,Paused,1861960,1321112,2026-05-12,2027-10-07
1131,111,Organic neutral product,At Risk,17673863,13580530,2025-05-03,2027-12-16
1132,71,Realigned human-resource solution,Planned,5295539,1634849,2024-12-16,2028-05-21
1133,155,Advanced zero-defect budgetary management,At Risk,29732360,27383548,2025-08-21,2026-10-17
1134,3,Multi-lateral grid-enabled encryption,Active,12885366,4152898,2026-03-01,2027-05-24
1135,150,Managed fresh-thinking website,Planned,33513372,19538943,2024-06-16,2027-04-10
1136,147,Customer-focused intermediate budgetary management,Paused,23545103,23713369,2025-01-11,2026-12-20
1137,238,Upgradable encompassing application,Paused,9589910,4891541,2024-11-24,2028-03-17
1138,150,De-engineered homogeneous matrices,Active,3885604,2257275,2025-02-10,2027-03-09
1139,118,Operative optimizing product,At Risk,35947550,11186235,2024-07-26,2027-01-31
1140,232,Fundamental clear-thinking help-desk,Active,37679012,28821673,2026-04-10,2027-12-23
1141,125,Seamless heuristic infrastructure,Active,13356565,7601316,2024-11-02,2027-10-30
1142,29,Centralized didactic migration,At Risk,38476631,30009268,2025-02-05,2027-02-20
1143,163,Profit-focused web-enabled model,Completed,4697066,3737677,2024-10-26,2026-09-27
1144,250,Expanded coherent process improvement,Completed,27257037,22779467,2025-08-30,2027-05-06
1145,7,Profound didactic function,Active,26936465,9794588,2024-11-07,2027-03-18
1146,72,Total systemic secured line,Planned,35311375,19557592,2025-03-02,2027-08-22
1147,58,Robust maximized time-frame,Active,4920695,5021100,2025-05-13,2026-12-29
1148,14,Multi-lateral multimedia infrastructure,Paused,3689029,3466998,2025-10-29,2027-10-16
1149,150,Digitized client-server groupware,Active,34181245,32883310,2025-11-04,2027-11-14
1150,199,Future-proofed discrete matrix,Paused,17387083,14636184,2025-10-21,2026-11-23
1151,105,Open-architected context-sensitive middleware,Active,14129987,14470046,2025-06-04,2026-08-30
1152,217,Customizable intermediate hub,Completed,30690180,23349915,2026-02-18,2028-05-22
1153,12,Mandatory radical system engine,Paused,34592557,11695745,2025-02-07,2028-05-30
1154,208,Robust encompassing hub,Planned,33871574,27122282,2026-01-10,2027-05-04
1155,106,Re-contextualized multi-state pricing structure,At Risk,25981267,5384447,2025-02-10,2028-01-10
1156,130,De-engineered real-time firmware,Paused,19595838,18405226,2025-07-03,2026-12-21
1157,69,Centralized real-time orchestration,At Risk,2012413,1341679,2025-11-17,2027-11-18
1158,215,Programmable full-range Graphic Interface,Planned,19185900,12886309,2025-10-22,2027-01-19
1159,59,Organized optimal database,Paused,13002858,4171631,2025-10-27,2028-01-03
1160,190,Innovative directional artificial intelligence,Active,6680162,6371006,2025-01-23,2027-08-12
1161,192,Decentralized empowering complexity,Planned,3749973,3317384,2026-03-25,2027-03-16
1162,40,Integrated uniform alliance,At Risk,7666628,7253437,2025-08-02,2027-05-31
1163,201,Networked client-server function,Paused,7763482,4614695,2026-03-24,2027-08-01
1164,31,Multi-lateral modular firmware,Active,36698739,34076735,2024-07-09,2026-07-23
1165,269,Vision-oriented holistic complexity,Planned,34596736,23490283,2025-11-27,2027-11-10
1166,147,Sharable system-worthy Local Area Network,Planned,17531610,12790845,2026-05-22,2028-01-19
1167,145,Exclusive holistic extranet,Planned,4522889,1925437,2026-04-01,2027-05-09
1168,179,Focused actuating knowledge user,Paused,27623843,14351098,2025-12-29,2027-10-17
1169,175,Organic object-oriented workforce,At Risk,5490059,4228970,2025-08-22,2027-02-19
1170,98,Synchronized secondary ability,Planned,35460400,25761040,2025-08-04,2027-04-13
1171,141,Streamlined heuristic throughput,Completed,34964527,25732240,2026-01-17,2028-04-13
1172,159,Secured executive adapter,Paused,31141327,14492133,2025-05-28,2028-02-13
1173,26,Focused even-keeled workforce,Planned,13626150,3200947,2025-04-02,2027-03-21
1174,53,Balanced encompassing capability,At Risk,27466070,17263668,2025-11-04,2026-08-20
1175,196,Business-focused multimedia collaboration,Completed,19313441,11034238,2025-07-21,2026-10-13
1176,231,Reverse-engineered client-server functionalities,Planned,37237052,15553140,2024-08-17,2027-11-15
1177,20,Secured 4thgeneration ability,Planned,10786286,10112349,2024-10-21,2027-11-07
1178,208,Balanced asymmetric toolset,Active,35774107,27758894,2025-11-21,2027-02-07
1179,248,Function-based systematic knowledge user,Planned,7300851,4101786,2024-10-19,2027-08-17
1180,188,Triple-buffered grid-enabled hub,Completed,35025280,33978363,2025-01-30,2026-12-24
1181,265,Profit-focused content-based solution,Paused,28746457,8441192,2025-08-29,2027-01-02
1182,293,Proactive grid-enabled matrices,Completed,31942696,28303766,2025-10-28,2027-01-31
1183,225,Multi-tiered needs-based forecast,Paused,24307388,16545753,2025-01-03,2028-02-12
1184,104,Focused dedicated database,Planned,13768503,4580230,2026-01-22,2026-12-28
1185,244,Sharable next generation moratorium,Planned,3197394,2548694,2026-03-11,2028-03-25
1186,171,Operative global architecture,Active,36391137,13542047,2025-07-26,2026-08-05
1187,131,Universal explicit open architecture,Planned,24326797,17860923,2024-11-05,2026-08-13
1188,179,Devolved explicit array,Active,28718733,13541850,2024-11-11,2026-09-28
1189,280,Business-focused impactful protocol,Active,25204611,10206314,2025-12-16,2027-01-03
1190,127,User-centric empowering website,Paused,39222641,29204820,2025-08-03,2026-11-26
1191,84,Sharable value-added open system,Completed,19344071,6425221,2024-12-05,2028-06-12
1192,73,Decentralized mobile software,Completed,6725973,3958527,2025-05-26,2028-03-25
1193,172,Ergonomic demand-driven forecast,At Risk,37951306,8954645,2025-11-08,2027-10-12
1194,277,Versatile tertiary product,Completed,18364012,17833206,2024-07-16,2027-12-27
1195,281,Persevering bifurcated neural-net,Active,32939571,23121748,2025-11-09,2026-10-22
1196,3,Cross-platform responsive monitoring,Paused,13982415,2871454,2024-10-07,2028-01-26
1197,175,Synchronized 3rdgeneration Internet solution,Completed,14124336,4672329,2025-10-01,2027-08-14
1198,92,Face-to-face asymmetric moderator,Completed,32544464,26874512,2026-04-07,2027-05-30
1199,287,Sharable static model,Planned,15296729,6297485,2024-09-04,2026-09-05
1200,190,Assimilated needs-based website,Active,4509076,1517860,2026-04-21,2026-08-19
